CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,ContractType,PaymentMethod,InternetService,TechSupport,StreamingServices,ComplaintsCount,TotalCharges,Churn
CUST_1248,Female,1,47,118.12,Month-to-month,Credit card,None,1,1,1,5551.64,0
CUST_1249,Female,0,13,48.18,One year,Bank transfer,Fiber optic,0,0,0,626.34,0
CUST_1250,Female,0,2,64.14,Month-to-month,Bank transfer,None,0,0,4,128.28,1
CUST_1251,Male,0,49,26.3,Two year,Electronic check,Fiber optic,0,0,0,1288.7,0
CUST_1252,Female,1,53,107.33,One year,Credit card,DSL,1,0,1,5688.49,0
CUST_1253,Female,0,5,76.86,Month-to-month,Credit card,DSL,1,0,0,384.3,1
CUST_1254,Female,0,48,58.51,Month-to-month,Bank transfer,None,0,0,2,2808.48,0
CUST_1255,Male,1,22,31.28,Two year,Electronic check,Fiber optic,0,1,1,688.16,0
CUST_1256,Female,0,19,114.68,Month-to-month,Mailed check,DSL,1,1,2,2178.92,0
CUST_1257,Female,0,59,73.02,Month-to-month,Mailed check,DSL,0,1,1,4308.18,0
CUST_1258,Male,0,44,48.29,Two year,Electronic check,Fiber optic,0,0,1,2124.76,0
CUST_1259,Female,0,60,55.02,One year,Electronic check,DSL,0,0,1,3301.2,0
CUST_1260,Male,1,55,47.07,Month-to-month,Mailed check,DSL,0,0,5,2588.85,1
CUST_1261,Male,0,1,80.18,Month-to-month,Bank transfer,Fiber optic,0,0,1,80.18,1
CUST_1262,Male,0,44,113.0,One year,Credit card,Fiber optic,1,1,0,4972.0,0
CUST_1263,Male,0,39,105.67,Month-to-month,Mailed check,Fiber optic,0,0,0,4121.13,0
CUST_1264,Male,0,23,66.04,Month-to-month,Electronic check,None,0,1,2,1518.92,0
CUST_1265,Female,1,28,102.65,Month-to-month,Electronic check,Fiber optic,0,1,2,2874.2,0
CUST_1266,Male,0,66,62.31,Month-to-month,Credit card,None,0,1,0,4112.46,0
CUST_1267,Male,0,67,45.23,Two year,Electronic check,DSL,0,0,0,3030.41,0
CUST_1268,Female,0,65,118.34,One year,Bank transfer,DSL,0,0,0,7692.1,0
CUST_1269,Male,1,53,50.39,One year,Electronic check,DSL,0,0,2,2670.67,0
CUST_1270,Female,0,52,52.37,Two year,Credit card,DSL,0,1,0,2723.24,0
CUST_1271,Female,0,48,118.97,Month-to-month,Mailed check,None,0,1,2,5710.56,0
CUST_1272,Female,0,31,33.39,Month-to-month,Bank transfer,None,1,0,4,1035.09,1
CUST_1273,Male,0,60,96.05,Month-to-month,Electronic check,Fiber optic,0,0,1,5763.0,0
CUST_1274,Male,0,41,113.58,Month-to-month,Credit card,Fiber optic,1,0,1,4656.78,0
CUST_1275,Male,0,0,71.18,Month-to-month,Mailed check,Fiber optic,0,1,1,0.0,1
CUST_1276,Female,0,62,20.25,Month-to-month,Mailed check,Fiber optic,0,0,3,1255.5,1
CUST_1277,Male,0,34,57.51,Month-to-month,Credit card,DSL,0,1,2,1955.34,0
CUST_1278,Male,0,50,31.16,Month-to-month,Mailed check,Fiber optic,0,0,2,1558.0,0
CUST_1279,Male,1,70,61.62,Month-to-month,Mailed check,Fiber optic,0,1,2,4313.4,0
CUST_1280,Female,0,44,99.0,Month-to-month,Mailed check,DSL,0,0,1,4356.0,0
CUST_1281,Female,1,64,63.87,Month-to-month,Mailed check,DSL,0,0,1,4087.68,0
CUST_1282,Male,0,13,63.19,Month-to-month,Credit card,DSL,0,1,2,821.47,0
CUST_1283,Male,0,2,75.68,Month-to-month,Credit card,Fiber optic,0,1,1,151.36,1
CUST_1284,Male,1,23,78.17,Two year,Electronic check,DSL,0,0,4,1797.91,0
CUST_1285,Male,0,64,105.63,Two year,Electronic check,Fiber optic,0,1,1,6760.32,0
CUST_1286,Female,0,47,50.84,Month-to-month,Bank transfer,Fiber optic,1,0,2,2389.48,0
CUST_1287,Female,1,9,102.17,Two year,Mailed check,Fiber optic,0,1,1,919.53,0
CUST_1288,Female,0,12,76.59,Two year,Mailed check,None,0,0,2,919.08,0
CUST_1289,Female,0,13,50.05,Month-to-month,Bank transfer,Fiber optic,1,0,2,650.65,0
CUST_1290,Male,0,9,49.51,Month-to-month,Credit card,Fiber optic,0,0,2,445.59,1
CUST_1291,Male,0,39,56.11,Two year,Credit card,None,0,0,0,2188.29,0
CUST_1292,Male,0,22,82.27,One year,Bank transfer,Fiber optic,1,0,1,1809.94,0
CUST_1293,Female,0,54,43.08,Month-to-month,Electronic check,None,0,0,1,2326.32,0
CUST_1294,Male,0,62,112.03,One year,Electronic check,Fiber optic,0,0,1,6945.86,0
CUST_1295,Female,0,70,77.49,Month-to-month,Mailed check,DSL,0,0,0,5424.3,0
CUST_1296,Female,0,41,112.0,Month-to-month,Electronic check,Fiber optic,0,0,2,4592.0,0
CUST_1297,Male,0,65,24.64,Month-to-month,Credit card,DSL,1,1,0,1601.6,0
CUST_1298,Male,0,46,54.26,Month-to-month,Bank transfer,DSL,0,1,2,2495.96,0
CUST_1299,Male,0,51,22.28,Month-to-month,Bank transfer,DSL,0,0,2,1136.28,0
CUST_1300,Female,0,17,47.23,Two year,Bank transfer,DSL,0,0,1,802.91,0
CUST_1301,Male,0,17,106.2,Month-to-month,Electronic check,Fiber optic,0,0,1,1805.4,0
CUST_1302,Female,0,23,23.66,Month-to-month,Bank transfer,None,0,1,2,544.18,0
CUST_1303,Male,0,22,63.61,Month-to-month,Bank transfer,None,1,1,2,1399.42,0
CUST_1304,Female,1,11,31.76,Month-to-month,Electronic check,DSL,1,0,2,349.36,1
CUST_1305,Female,0,22,61.68,Two year,Credit card,Fiber optic,0,1,0,1356.96,0
CUST_1306,Male,0,20,103.89,Month-to-month,Mailed check,DSL,0,0,5,2077.8,1
CUST_1307,Female,0,63,82.31,Month-to-month,Credit card,Fiber optic,0,0,0,5185.53,0
CUST_1308,Female,0,71,93.68,Month-to-month,Electronic check,None,0,0,2,6651.28,0
CUST_1309,Male,1,33,54.91,Month-to-month,Bank transfer,DSL,0,0,1,1812.03,0
CUST_1310,Female,1,1,114.44,Month-to-month,Mailed check,None,1,1,1,114.44,1
CUST_1311,Male,0,68,90.93,Month-to-month,Credit card,None,0,1,0,6183.24,0
CUST_1312,Female,0,30,62.18,Month-to-month,Mailed check,Fiber optic,1,1,0,1865.4,0
CUST_1313,Male,1,67,62.65,Month-to-month,Credit card,Fiber optic,0,0,0,4197.55,0
CUST_1314,Male,1,69,111.87,Two year,Credit card,Fiber optic,1,0,1,7719.03,0
CUST_1315,Female,0,18,77.64,Month-to-month,Electronic check,None,0,0,2,1397.52,0
CUST_1316,Female,0,71,90.64,Month-to-month,Credit card,Fiber optic,1,0,0,6435.44,0
CUST_1317,Female,0,12,61.7,One year,Bank transfer,Fiber optic,0,1,1,740.4,0
CUST_1318,Female,1,64,42.37,One year,Electronic check,Fiber optic,1,1,1,2711.68,0
CUST_1319,Female,0,5,92.36,Month-to-month,Mailed check,DSL,1,0,1,461.8,1
CUST_1320,Male,0,70,80.78,Two year,Electronic check,None,1,1,1,5654.6,0
CUST_1321,Female,0,26,70.13,One year,Credit card,None,0,1,2,1823.38,0
CUST_1322,Male,0,51,82.4,Month-to-month,Mailed check,Fiber optic,0,1,2,4202.4,0
CUST_1323,Male,0,47,40.83,Month-to-month,Bank transfer,Fiber optic,0,1,2,1919.01,0
CUST_1324,Female,1,67,99.39,Month-to-month,Electronic check,None,0,0,1,6659.13,0
CUST_1325,Male,0,43,114.82,Month-to-month,Credit card,DSL,1,0,1,4937.26,0
CUST_1326,Male,0,16,109.11,Month-to-month,Mailed check,Fiber optic,0,1,1,1745.76,0
CUST_1327,Male,0,37,52.14,Month-to-month,Bank transfer,Fiber optic,0,1,1,1929.18,0
CUST_1328,Male,0,9,60.6,One year,Bank transfer,Fiber optic,0,0,1,545.4,0
CUST_1329,Female,0,53,100.84,Month-to-month,Electronic check,Fiber optic,0,0,0,5344.52,0
CUST_1330,Male,0,5,79.51,Month-to-month,Mailed check,Fiber optic,0,0,1,397.55,1
CUST_1331,Female,0,5,74.79,Month-to-month,Credit card,Fiber optic,0,0,0,373.95,1
CUST_1332,Female,0,51,112.66,One year,Mailed check,DSL,0,1,0,5745.66,0
CUST_1333,Male,0,14,73.6,One year,Bank transfer,DSL,0,0,2,1030.4,0
CUST_1334,Female,0,67,71.49,Month-to-month,Mailed check,DSL,0,1,0,4789.83,0
CUST_1335,Female,1,56,24.2,Month-to-month,Electronic check,DSL,1,1,0,1355.2,0
CUST_1336,Female,1,55,26.94,Month-to-month,Mailed check,Fiber optic,1,1,2,1481.7,0
CUST_1337,Male,0,6,20.74,One year,Mailed check,Fiber optic,0,0,1,124.44,0
CUST_1338,Female,0,50,111.32,Month-to-month,Electronic check,DSL,0,1,2,5566.0,0
CUST_1339,Female,1,57,60.84,Month-to-month,Mailed check,Fiber optic,0,1,0,3467.88,0
CUST_1340,Female,0,63,66.86,Month-to-month,Electronic check,Fiber optic,1,0,0,4212.18,0
CUST_1341,Male,0,25,104.54,Two year,Electronic check,DSL,0,0,1,2613.5,0
CUST_1342,Female,1,57,80.92,Month-to-month,Electronic check,Fiber optic,0,1,1,4612.44,0
CUST_1343,Male,0,30,80.95,Two year,Bank transfer,Fiber optic,1,1,0,2428.5,0
CUST_1344,Male,0,65,49.65,Month-to-month,Mailed check,DSL,1,1,2,3227.25,0
CUST_1345,Male,1,12,103.39,Month-to-month,Electronic check,DSL,1,1,2,1240.68,0
CUST_1346,Male,0,17,36.58,Month-to-month,Credit card,None,1,1,2,621.86,0
CUST_1347,Male,0,12,25.31,One year,Credit card,Fiber optic,1,0,1,303.72,0
CUST_1348,Male,0,23,39.16,One year,Bank transfer,Fiber optic,1,0,1,900.68,0
CUST_1349,Female,0,56,46.77,One year,Electronic check,Fiber optic,0,0,1,2619.12,0
CUST_1350,Male,0,28,48.23,One year,Electronic check,None,1,0,1,1350.44,0
CUST_1351,Female,0,55,87.05,One year,Bank transfer,None,1,0,0,4787.75,0
CUST_1352,Female,1,53,41.78,Two year,Mailed check,DSL,0,0,1,2214.34,0
CUST_1353,Male,0,4,87.67,Month-to-month,Electronic check,Fiber optic,0,1,2,350.68,1
CUST_1354,Female,0,34,29.11,One year,Electronic check,Fiber optic,0,0,2,989.74,0
CUST_1355,Female,0,18,34.72,Two year,Credit card,DSL,0,0,2,624.96,0
CUST_1356,Female,0,54,70.88,Month-to-month,Electronic check,None,1,1,1,3827.52,0
CUST_1357,Female,0,68,112.19,One year,Bank transfer,Fiber optic,0,1,3,7628.92,0
CUST_1358,Male,1,43,105.96,Month-to-month,Credit card,Fiber optic,1,1,0,4556.28,0
CUST_1359,Female,1,37,116.88,Month-to-month,Bank transfer,None,0,0,1,4324.56,0
CUST_1360,Male,0,61,85.05,Month-to-month,Bank transfer,DSL,0,1,1,5188.05,0
CUST_1361,Female,0,21,87.58,Month-to-month,Electronic check,DSL,1,0,0,1839.18,0
CUST_1362,Female,0,39,82.5,Month-to-month,Mailed check,Fiber optic,0,1,2,3217.5,0
CUST_1363,Male,0,25,82.28,Two year,Electronic check,Fiber optic,1,1,0,2057.0,0
CUST_1364,Female,0,4,34.71,Month-to-month,Mailed check,Fiber optic,0,0,2,138.84,1
CUST_1365,Female,0,53,74.37,Month-to-month,Credit card,DSL,1,1,1,3941.61,0
CUST_1366,Female,1,48,58.61,One year,Bank transfer,Fiber optic,0,1,1,2813.28,0
CUST_1367,Male,0,2,64.25,Month-to-month,Bank transfer,DSL,0,1,3,128.5,1
CUST_1368,Female,0,37,72.36,Month-to-month,Electronic check,Fiber optic,1,0,1,2677.32,0
CUST_1369,Male,0,13,32.84,Month-to-month,Mailed check,DSL,0,1,1,426.92,0
CUST_1370,Female,0,46,55.95,Month-to-month,Bank transfer,Fiber optic,1,0,0,2573.7,0
CUST_1371,Male,0,13,26.34,Month-to-month,Bank transfer,None,1,0,1,342.42,0
CUST_1372,Male,0,37,117.97,Two year,Mailed check,None,0,1,1,4364.89,0
CUST_1373,Female,0,63,31.85,Month-to-month,Bank transfer,Fiber optic,0,1,1,2006.55,0
CUST_1374,Female,0,43,45.85,Month-to-month,Bank transfer,Fiber optic,0,0,1,1971.55,0
CUST_1375,Male,0,69,109.13,Two year,Bank transfer,Fiber optic,0,0,2,7529.97,0
CUST_1376,Male,0,64,68.27,One year,Mailed check,Fiber optic,0,1,1,4369.28,0
CUST_1377,Female,0,24,33.56,Month-to-month,Mailed check,None,0,0,2,805.44,0
CUST_1378,Male,0,15,58.42,Month-to-month,Credit card,None,1,0,2,876.3,0
CUST_1379,Female,0,14,31.59,One year,Bank transfer,None,0,0,5,442.26,0
CUST_1380,Female,0,2,40.02,One year,Bank transfer,None,0,1,0,80.04,0
CUST_1381,Female,0,66,25.2,One year,Credit card,DSL,0,0,0,1663.2,0
CUST_1382,Female,0,36,63.82,Month-to-month,Mailed check,Fiber optic,0,1,3,2297.52,1
CUST_1383,Male,0,54,100.66,Month-to-month,Mailed check,None,1,0,1,5435.64,0
CUST_1384,Female,0,37,78.6,Month-to-month,Electronic check,None,0,1,0,2908.2,0
CUST_1385,Male,0,62,80.63,One year,Mailed check,None,1,1,2,4999.06,0
CUST_1386,Female,0,0,40.06,One year,Electronic check,Fiber optic,0,0,1,0.0,0
CUST_1387,Male,0,70,54.39,Month-to-month,Credit card,Fiber optic,0,0,2,3807.3,0
CUST_1388,Female,1,18,104.52,Month-to-month,Mailed check,DSL,1,1,4,1881.36,1
CUST_1389,Male,0,51,28.79,Two year,Credit card,Fiber optic,1,0,1,1468.29,0
CUST_1390,Male,1,29,105.79,Month-to-month,Electronic check,Fiber optic,1,0,0,3067.91,0
CUST_1391,Female,0,54,68.37,Month-to-month,Bank transfer,None,0,0,0,3691.98,0
CUST_1392,Female,0,13,103.71,One year,Bank transfer,None,0,1,2,1348.23,0
CUST_1393,Female,1,12,51.8,Month-to-month,Credit card,Fiber optic,0,0,0,621.6,0
CUST_1394,Female,0,26,53.88,Month-to-month,Bank transfer,DSL,0,0,2,1400.88,0
CUST_1395,Male,0,8,95.16,Month-to-month,Credit card,Fiber optic,0,1,2,761.28,1
CUST_1396,Female,0,40,98.5,Month-to-month,Electronic check,Fiber optic,1,1,2,3940.0,0
CUST_1397,Male,0,47,42.96,Month-to-month,Bank transfer,DSL,0,0,1,2019.12,0
CUST_1398,Male,0,11,117.29,Two year,Electronic check,DSL,0,0,0,1290.19,0
CUST_1399,Female,0,9,28.45,Month-to-month,Mailed check,None,0,1,2,256.05,1
CUST_1400,Male,1,5,26.85,One year,Bank transfer,DSL,0,1,0,134.25,0
CUST_1401,Male,0,33,79.55,Month-to-month,Bank transfer,DSL,0,0,2,2625.15,0
CUST_1402,Male,1,51,92.27,Month-to-month,Bank transfer,Fiber optic,1,0,0,4705.77,0
CUST_1403,Male,1,40,116.09,One year,Credit card,None,1,0,0,4643.6,0
CUST_1404,Female,0,5,60.49,Month-to-month,Mailed check,None,0,1,1,302.45,1
CUST_1405,Female,0,1,22.53,Month-to-month,Mailed check,None,0,1,0,22.53,1
CUST_1406,Female,1,14,80.29,Month-to-month,Mailed check,Fiber optic,1,0,2,1124.06,0
CUST_1407,Female,1,16,48.97,Month-to-month,Electronic check,Fiber optic,0,0,2,783.52,0
CUST_1408,Male,0,15,63.29,Month-to-month,Mailed check,None,0,0,1,949.35,0
CUST_1409,Male,0,27,68.85,One year,Credit card,Fiber optic,0,1,1,1858.95,0
CUST_1410,Female,0,71,26.45,Month-to-month,Credit card,Fiber optic,0,1,1,1877.95,0
CUST_1411,Female,0,9,68.6,Two year,Electronic check,Fiber optic,1,0,4,617.4,0
CUST_1412,Female,0,9,62.63,Month-to-month,Electronic check,None,1,0,2,563.67,1
CUST_1413,Male,0,9,91.25,Month-to-month,Mailed check,None,0,1,0,821.25,1
CUST_1414,Female,0,27,84.57,Month-to-month,Mailed check,Fiber optic,0,0,2,2283.39,0
CUST_1415,Female,0,23,38.52,Month-to-month,Credit card,Fiber optic,0,0,2,885.96,0
CUST_1416,Female,0,18,40.61,Month-to-month,Credit card,None,0,1,2,730.98,0
CUST_1417,Male,0,67,45.1,One year,Mailed check,DSL,1,0,1,3021.7,0
CUST_1418,Male,0,55,37.9,Month-to-month,Credit card,Fiber optic,0,1,2,2084.5,0
CUST_1419,Male,0,66,85.72,Month-to-month,Electronic check,Fiber optic,0,1,1,5657.52,0
CUST_1420,Male,0,41,119.44,Two year,Credit card,Fiber optic,0,1,1,4897.04,0
CUST_1421,Male,0,11,85.21,Month-to-month,Mailed check,Fiber optic,0,0,0,937.31,1
CUST_1422,Male,0,17,80.67,Month-to-month,Electronic check,Fiber optic,0,0,1,1371.39,0
CUST_1423,Male,1,22,60.99,Month-to-month,Credit card,Fiber optic,0,0,0,1341.78,0
CUST_1424,Male,0,5,51.26,Month-to-month,Electronic check,None,1,0,0,256.3,1
CUST_1425,Female,0,52,111.11,Month-to-month,Mailed check,Fiber optic,0,1,1,5777.72,0
CUST_1426,Female,0,41,116.9,Month-to-month,Credit card,None,0,0,0,4792.9,0
CUST_1427,Male,1,65,69.68,Month-to-month,Mailed check,Fiber optic,1,1,1,4529.2,0
CUST_1428,Male,0,29,49.02,One year,Bank transfer,DSL,1,0,1,1421.58,0
CUST_1429,Female,0,8,97.01,One year,Mailed check,Fiber optic,0,0,2,776.08,0
CUST_1430,Male,0,41,33.25,One year,Bank transfer,Fiber optic,0,0,4,1363.25,0
CUST_1431,Male,0,33,96.56,Month-to-month,Electronic check,DSL,1,1,1,3186.48,0
CUST_1432,Male,0,39,101.89,Month-to-month,Electronic check,Fiber optic,0,1,3,3973.71,1
CUST_1433,Female,0,16,32.49,Month-to-month,Bank transfer,None,1,0,1,519.84,0
CUST_1434,Female,0,28,117.69,Month-to-month,Electronic check,Fiber optic,0,1,1,3295.32,0
CUST_1435,Female,0,49,118.55,Month-to-month,Electronic check,DSL,1,0,1,5808.95,0
CUST_1436,Female,0,48,113.67,Month-to-month,Mailed check,DSL,0,0,0,5456.16,0
CUST_1437,Female,0,60,69.6,Month-to-month,Bank transfer,DSL,1,0,1,4176.0,0
CUST_1438,Male,0,45,44.61,One year,Credit card,Fiber optic,0,0,3,2007.45,0
CUST_1439,Female,0,45,78.2,Month-to-month,Electronic check,DSL,0,1,2,3519.0,0
CUST_1440,Male,0,16,61.99,Two year,Electronic check,DSL,0,0,1,991.84,0
CUST_1441,Male,0,65,40.59,One year,Credit card,Fiber optic,0,1,3,2638.35,0
CUST_1442,Female,0,4,62.37,Month-to-month,Mailed check,Fiber optic,1,0,1,249.48,1
CUST_1443,Female,0,53,86.39,Month-to-month,Mailed check,DSL,0,1,2,4578.67,0
CUST_1444,Male,1,15,27.09,Month-to-month,Mailed check,DSL,0,0,3,406.35,1
CUST_1445,Male,0,6,53.34,One year,Credit card,DSL,0,0,0,320.04,0
CUST_1446,Male,0,7,21.78,Month-to-month,Mailed check,DSL,0,1,0,152.46,1
CUST_1447,Female,0,71,94.95,Month-to-month,Electronic check,DSL,0,0,3,6741.45,1
CUST_1448,Female,0,37,84.07,Month-to-month,Mailed check,Fiber optic,0,1,1,3110.59,0
CUST_1449,Female,0,53,26.27,Month-to-month,Electronic check,Fiber optic,0,0,0,1392.31,0
CUST_1450,Female,0,14,116.47,Two year,Credit card,DSL,1,1,1,1630.58,0
CUST_1451,Female,0,49,22.26,Month-to-month,Mailed check,None,1,0,2,1090.74,0
CUST_1452,Male,0,55,79.0,Month-to-month,Mailed check,Fiber optic,1,1,1,4345.0,0
CUST_1453,Female,0,8,97.64,Month-to-month,Electronic check,DSL,0,0,1,781.12,1
CUST_1454,Male,0,7,98.79,Two year,Credit card,DSL,1,1,2,691.53,0
CUST_1455,Male,0,18,23.43,Month-to-month,Mailed check,None,0,0,1,421.74,0
CUST_1456,Male,0,50,110.64,One year,Credit card,None,0,0,0,5532.0,0
CUST_1457,Female,0,71,111.85,One year,Electronic check,DSL,0,0,2,7941.35,0
CUST_1458,Female,0,56,76.14,One year,Electronic check,DSL,0,1,3,4263.84,0
CUST_1459,Female,1,67,68.21,Month-to-month,Mailed check,Fiber optic,1,1,4,4570.07,1
CUST_1460,Male,1,30,24.49,Month-to-month,Credit card,Fiber optic,0,0,0,734.7,0
CUST_1461,Male,0,2,76.2,Month-to-month,Electronic check,Fiber optic,1,1,0,152.4,1
CUST_1462,Male,0,42,60.94,Month-to-month,Credit card,Fiber optic,0,0,0,2559.48,0
CUST_1463,Male,0,28,97.28,Month-to-month,Bank transfer,DSL,0,1,0,2723.84,0
CUST_1464,Male,0,9,60.39,Month-to-month,Bank transfer,DSL,0,0,4,543.51,1
CUST_1465,Male,0,11,88.36,Month-to-month,Mailed check,Fiber optic,0,0,1,971.96,1
CUST_1466,Female,0,45,30.14,One year,Credit card,None,1,0,4,1356.3,0
CUST_1467,Female,0,29,33.3,Month-to-month,Credit card,DSL,0,1,0,965.7,0
CUST_1468,Female,1,31,33.97,Month-to-month,Electronic check,Fiber optic,0,0,3,1053.07,1
CUST_1469,Female,0,46,24.55,One year,Credit card,Fiber optic,0,0,0,1129.3,0
CUST_1470,Male,0,62,74.13,Month-to-month,Credit card,DSL,0,1,0,4596.06,0
CUST_1471,Male,0,25,99.4,One year,Electronic check,None,0,0,1,2485.0,0
CUST_1472,Female,0,2,81.04,Month-to-month,Mailed check,Fiber optic,1,0,2,162.08,1
CUST_1473,Male,0,22,77.5,Two year,Electronic check,Fiber optic,0,1,1,1705.0,0
CUST_1474,Female,0,49,88.06,One year,Bank transfer,Fiber optic,0,1,2,4314.94,0
CUST_1475,Female,0,35,53.96,Month-to-month,Credit card,DSL,0,1,0,1888.6,0
CUST_1476,Female,0,12,56.2,One year,Credit card,Fiber optic,0,0,5,674.4,0
CUST_1477,Male,0,28,51.43,Month-to-month,Mailed check,Fiber optic,0,0,2,1440.04,0
CUST_1478,Female,0,37,91.21,Month-to-month,Bank transfer,DSL,1,1,0,3374.77,0
CUST_1479,Female,0,4,36.16,One year,Credit card,Fiber optic,0,0,0,144.64,0
CUST_1480,Female,0,19,21.3,One year,Electronic check,DSL,0,0,0,404.7,0
CUST_1481,Male,0,13,79.62,Month-to-month,Credit card,DSL,1,0,0,1035.06,0
CUST_1482,Male,0,7,114.24,Month-to-month,Mailed check,Fiber optic,0,1,0,799.68,1
CUST_1483,Female,0,47,80.94,One year,Electronic check,DSL,0,0,0,3804.18,0
CUST_1484,Male,0,12,98.29,Month-to-month,Credit card,Fiber optic,0,1,0,1179.48,0
CUST_1485,Male,0,23,87.28,One year,Mailed check,None,1,0,0,2007.44,0
CUST_1486,Male,1,64,69.74,One year,Bank transfer,DSL,0,1,2,4463.36,0
CUST_1487,Male,0,33,91.84,Month-to-month,Electronic check,Fiber optic,0,0,2,3030.72,0
CUST_1488,Male,0,50,102.41,Month-to-month,Electronic check,Fiber optic,0,0,2,5120.5,0
CUST_1489,Male,0,2,42.47,Month-to-month,Bank transfer,Fiber optic,0,1,1,84.94,1
CUST_1490,Male,1,57,53.61,Two year,Electronic check,Fiber optic,0,1,1,3055.77,0
CUST_1491,Male,0,71,42.37,One year,Mailed check,Fiber optic,0,0,1,3008.27,0
CUST_1492,Male,0,54,65.22,Month-to-month,Bank transfer,DSL,0,0,0,3521.88,0
CUST_1493,Male,0,41,108.51,Month-to-month,Credit card,DSL,1,1,2,4448.91,0
CUST_1494,Female,0,20,54.52,One year,Mailed check,Fiber optic,1,0,1,1090.4,0
CUST_1495,Female,0,9,57.45,Month-to-month,Bank transfer,DSL,0,1,0,517.05,1
CUST_1496,Male,0,56,106.04,One year,Credit card,None,1,1,1,5938.24,0
CUST_1497,Female,0,24,71.54,Month-to-month,Mailed check,Fiber optic,0,1,2,1716.96,0
CUST_1498,Female,1,55,73.54,One year,Mailed check,DSL,0,0,0,4044.7,0
CUST_1499,Male,0,37,106.08,One year,Electronic check,DSL,0,0,0,3924.96,0
CUST_1500,Male,0,60,69.05,Month-to-month,Electronic check,DSL,0,0,1,4143.0,0
CUST_1501,Male,0,46,88.16,One year,Bank transfer,Fiber optic,0,0,0,4055.36,0
CUST_1502,Female,0,53,28.56,Month-to-month,Credit card,None,0,0,2,1513.68,0
CUST_1503,Female,0,45,37.86,Month-to-month,Mailed check,DSL,1,0,1,1703.7,0
CUST_1504,Male,0,67,60.44,Month-to-month,Mailed check,DSL,0,0,0,4049.48,0
CUST_1505,Male,0,3,69.48,One year,Bank transfer,Fiber optic,0,0,2,208.44,0
CUST_1506,Male,0,65,116.57,Two year,Electronic check,DSL,1,0,3,7577.05,0
CUST_1507,Female,0,42,117.07,One year,Mailed check,Fiber optic,0,1,0,4916.94,0
CUST_1508,Female,0,61,105.12,One year,Mailed check,Fiber optic,0,1,1,6412.32,0
CUST_1509,Female,0,3,51.56,Month-to-month,Electronic check,DSL,0,1,0,154.68,1
CUST_1510,Female,0,64,116.4,Month-to-month,Credit card,Fiber optic,1,0,1,7449.6,0
CUST_1511,Male,0,61,88.93,Month-to-month,Credit card,Fiber optic,0,1,1,5424.73,0
CUST_1512,Male,1,1,59.29,Two year,Electronic check,DSL,0,0,5,59.29,1
CUST_1513,Male,1,8,90.17,Two year,Mailed check,DSL,0,1,1,721.36,0
CUST_1514,Male,0,56,21.65,Month-to-month,Electronic check,Fiber optic,0,0,2,1212.4,0
CUST_1515,Female,0,44,34.62,One year,Credit card,Fiber optic,1,1,1,1523.28,0
CUST_1516,Female,0,17,102.97,Month-to-month,Bank transfer,DSL,0,0,1,1750.49,0
CUST_1517,Male,0,47,84.56,Month-to-month,Bank transfer,DSL,1,0,1,3974.32,0
CUST_1518,Male,0,41,56.42,Month-to-month,Credit card,DSL,0,0,0,2313.22,0
CUST_1519,Female,0,40,70.07,One year,Credit card,DSL,0,0,2,2802.8,0
CUST_1520,Male,0,57,110.51,Month-to-month,Credit card,Fiber optic,1,0,1,6299.07,0
CUST_1521,Female,0,41,83.16,Two year,Electronic check,DSL,0,1,1,3409.56,0
CUST_1522,Male,0,34,59.81,Month-to-month,Bank transfer,Fiber optic,1,1,1,2033.54,0
CUST_1523,Male,0,37,32.03,Month-to-month,Credit card,DSL,0,0,4,1185.11,1
CUST_1524,Male,0,66,49.37,Month-to-month,Mailed check,Fiber optic,1,1,1,3258.42,0
CUST_1525,Male,0,40,117.83,One year,Bank transfer,Fiber optic,1,0,0,4713.2,0
CUST_1526,Male,0,49,63.74,Month-to-month,Electronic check,Fiber optic,1,0,4,3123.26,1
CUST_1527,Male,0,71,67.18,One year,Mailed check,DSL,1,1,0,4769.78,0
CUST_1528,Male,0,44,69.86,Month-to-month,Electronic check,DSL,0,1,1,3073.84,0
CUST_1529,Female,0,70,108.41,Month-to-month,Credit card,DSL,0,1,0,7588.7,0
CUST_1530,Female,0,18,80.39,One year,Credit card,Fiber optic,1,0,0,1447.02,0
CUST_1531,Female,0,16,89.37,Month-to-month,Credit card,DSL,0,1,0,1429.92,0
CUST_1532,Female,0,64,58.94,One year,Mailed check,DSL,0,1,0,3772.16,0
CUST_1533,Female,0,55,22.91,Month-to-month,Credit card,None,0,0,2,1260.05,0
CUST_1534,Male,0,40,113.1,One year,Bank transfer,DSL,0,1,1,4524.0,0
CUST_1535,Male,0,41,114.91,One year,Credit card,None,0,0,2,4711.31,0
CUST_1536,Female,0,5,114.92,Two year,Bank transfer,None,1,0,1,574.6,0
CUST_1537,Male,0,68,114.37,Month-to-month,Mailed check,None,0,1,0,7777.16,0
CUST_1538,Female,1,39,101.52,One year,Electronic check,None,0,0,3,3959.28,0
CUST_1539,Female,0,40,88.46,Month-to-month,Electronic check,DSL,0,0,1,3538.4,0
CUST_1540,Male,0,8,104.45,Month-to-month,Bank transfer,DSL,1,0,0,835.6,1
CUST_1541,Male,0,7,80.05,Month-to-month,Mailed check,DSL,0,0,1,560.35,1
